trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
368,False,"{'a': 0.5, 'e': 0.07607770704003398}",20,10,19.272250946990713,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
369,False,"{'a': 0.5, 'e': 0.0755470226530676}",25,14,21.01857688909196,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
370,False,"{'a': 0.5, 'e': 0.07502004008532698}",20,8,20.90912604624185,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
371,False,"{'a': 0.5, 'e': 0.07449673351456078}",25,9,31.095344602319273,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
372,False,"{'a': 0.5, 'e': 0.07397707729864236}",20,10,22.51391643580685,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
373,False,"{'a': 0.5, 'e': 0.0734610459743132}",35,17,30.58649149224704,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
374,False,"{'a': 0.5, 'e': 0.07294861425593517}",25,5,30.4638988847569,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
375,False,"{'a': 0.5, 'e': 0.07243975703425146}",35,13,-0.8491463527241199,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 1}",1
376,False,"{'a': 0.5, 'e': 0.07193444937515645}",20,3,15.023195594217267,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
377,False,"{'a': 0.5, 'e': 0.07143266651847373}",25,16,6.478465544689861,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
378,False,"{'a': 0.5, 'e': 0.07093438387674295}",25,17,-9.347594446365804,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
379,False,"{'a': 0.5, 'e': 0.07043957703401492}",30,20,8.852728080779857,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
380,False,"{'a': 0.5, 'e': 0.06994822174465536}",25,18,9.600415523029573,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
381,False,"{'a': 0.5, 'e': 0.06946029393215677}",20,6,7.307762182032894,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
382,False,"{'a': 0.5, 'e': 0.06897576968795878}",20,9,24.545668119984555,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
383,False,"{'a': 0.5, 'e': 0.06849462527027637}",25,3,18.13179086612283,"{0: 21, 1: 0, 2: 0, 3: 1, 4: 0}",1
384,False,"{'a': 0.5, 'e': 0.06801683710293688}",30,20,19.045957145206767,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
385,False,"{'a': 0.5, 'e': 0.06754238177422452}",20,15,7.9211986776481424,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
386,False,"{'a': 0.5, 'e': 0.06707123603573319}",20,14,-1.0296741335566642,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
387,False,"{'a': 0.5, 'e': 0.06660337680122747}",25,8,25.272492887686653,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
388,False,"{'a': 0.5, 'e': 0.06613878114551125}",30,8,36.565226265887475,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
389,False,"{'a': 0.5, 'e': 0.06567742630330448}",20,16,8.915576718688902,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
390,False,"{'a': 0.5, 'e': 0.06521928966812753}",30,10,15.071016886679496,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
391,False,"{'a': 0.5, 'e': 0.06476434879119362}",20,12,12.914283003426817,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
392,False,"{'a': 0.5, 'e': 0.06431258138030878}",25,7,4.7066588794126485,"{0: 16, 1: 1, 2: 0, 3: 1, 4: 0}",1
393,False,"{'a': 0.5, 'e': 0.0638639652987795}",20,8,20.964205588146918,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
394,False,"{'a': 0.5, 'e': 0.06341847856432796}",20,6,-28.932477026910206,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
395,False,"{'a': 0.5, 'e': 0.06297609934801507}",20,9,6.155351904301606,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
396,False,"{'a': 0.5, 'e': 0.06253680597317074}",20,8,16.182647538637845,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
397,False,"{'a': 0.5, 'e': 0.0621005769143317}",30,9,24.191744460780622,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 0}",1
398,False,"{'a': 0.5, 'e': 0.061667390796186744}",20,6,15.138962188497816,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
399,False,"{'a': 0.5, 'e': 0.061237226392529445}",25,10,28.99743489592556,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
400,False,"{'a': 0.5, 'e': 0.06081006262521795}",25,9,30.243991984521905,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
401,False,"{'a': 0.5, 'e': 0.06038587856314221}",25,11,24.240795889943563,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
402,False,"{'a': 0.5, 'e': 0.05996465342119827}",25,12,13.521664977843283,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
403,False,"{'a': 0.5, 'e': 0.05954636655926992}",20,0,15.14823807954376,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
404,False,"{'a': 0.5, 'e': 0.05913099748121725}",25,0,38.3610244411452,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
405,False,"{'a': 0.5, 'e': 0.058718525833872284}",20,0,-14.065826005980227,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
406,False,"{'a': 0.5, 'e': 0.05830893140604179}",20,16,9.309133657297362,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
407,False,"{'a': 0.5, 'e': 0.057902194127516855}",20,11,3.1843852405146293,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
408,False,"{'a': 0.5, 'e': 0.057498294068089484}",30,20,17.963768895049398,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
409,False,"{'a': 0.5, 'e': 0.05709721143657589}",25,0,44.58000880008115,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
410,False,"{'a': 0.5, 'e': 0.0566989265798469}",30,19,22.592750387662853,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
411,False,"{'a': 0.5, 'e': 0.05630341998186487}",25,0,26.726555551027012,"{0: 23, 1: 2, 2: 0, 3: 0, 4: 0}",0
412,False,"{'a': 0.5, 'e': 0.055910672262727355}",30,20,20.583298515240784,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
413,False,"{'a': 0.5, 'e': 0.055520664177717505}",30,17,27.011986022506576,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
414,False,"{'a': 0.5, 'e': 0.05513337661636114}",25,7,31.721506389497016,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
415,False,"{'a': 0.5, 'e': 0.054748790601490266}",20,9,20.45539851961196,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
416,False,"{'a': 0.5, 'e': 0.05436688728831322}",20,16,6.209256043113109,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
417,False,"{'a': 0.5, 'e': 0.05398764796349122}",25,4,15.275677135748056,"{0: 19, 1: 0, 2: 2, 3: 0, 4: 0}",1
418,False,"{'a': 0.5, 'e': 0.053611054044221465}",25,12,22.460005665276185,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
419,False,"{'a': 0.5, 'e': 0.05323708707732657}",20,8,24.127699746462135,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
420,False,"{'a': 0.5, 'e': 0.05286572873835037}",20,16,7.764343946298981,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
421,False,"{'a': 0.5, 'e': 0.05249696083065988}",20,15,8.651165345886724,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
422,False,"{'a': 0.5, 'e': 0.05213076528455389}",25,10,32.24039549246264,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
423,False,"{'a': 0.5, 'e': 0.051767124156377374}",20,0,-18.162268607789347,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
424,False,"{'a': 0.5, 'e': 0.051406019627642255}",30,19,18.677709346009937,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
425,False,"{'a': 0.5, 'e': 0.051047434004154395}",25,17,13.751917797259921,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
426,False,"{'a': 0.5, 'e': 0.050691349715146494}",20,7,-20.823479898185056,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
427,False,"{'a': 0.5, 'e': 0.05033774931241717}",20,12,15.026820009174967,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
428,False,"{'a': 0.5, 'e': 0.049986615469475894}",30,17,8.678481518326791,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
429,False,"{'a': 0.5, 'e': 0.04963793098069413}",25,18,13.946888786498212,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
430,False,"{'a': 0.5, 'e': 0.04929167876046215}",25,15,19.828093733919356,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
431,False,"{'a': 0.5, 'e': 0.048947841842351916}",20,11,16.75883967245204,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
432,False,"{'a': 0.5, 'e': 0.048606403378285604}",20,13,13.505017002297599,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
433,False,"{'a': 0.5, 'e': 0.04826734663771017}",25,18,15.73278613460095,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
434,False,"{'a': 0.5, 'e': 0.0479306550067775}",25,13,20.22833286147363,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
435,False,"{'a': 0.5, 'e': 0.04759631198753032}",20,9,11.045409330457662,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
436,False,"{'a': 0.5, 'e': 0.047264301197093746}",25,9,15.958688160723879,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
437,False,"{'a': 0.5, 'e': 0.04693460636687265}",25,9,30.453547815024418,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
438,False,"{'a': 0.5, 'e': 0.04660721134175438}",25,19,11.422242985822542,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
439,False,"{'a': 0.5, 'e': 0.04628210007931721}",25,8,29.921989293163982,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
440,False,"{'a': 0.5, 'e': 0.045959256649044204}",20,12,14.801809739337205,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
441,False,"{'a': 0.5, 'e': 0.0456386652315427}",20,16,6.434541964691093,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
442,False,"{'a': 0.5, 'e': 0.04532031011776911}",25,13,24.49215294334019,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
443,False,"{'a': 0.5, 'e': 0.045004175708259125}",20,13,11.980623778684969,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
444,False,"{'a': 0.5, 'e': 0.04469024651236344}",20,10,21.030776920326463,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
445,False,"{'a': 0.5, 'e': 0.04437850714748865}",30,7,39.40031357250022,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
446,False,"{'a': 0.5, 'e': 0.04406894233834353}",25,16,17.399467984274406,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
447,False,"{'a': 0.5, 'e': 0.04376153691619043}",20,8,22.239085934644077,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
448,False,"{'a': 0.5, 'e': 0.04345627581810221}",30,16,20.953936053937014,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
449,False,"{'a': 0.5, 'e': 0.043153144086223956}",25,17,15.213047819881082,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
450,False,"{'a': 0.5, 'e': 0.04285212686704019}",25,14,19.564934748109813,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
451,False,"{'a': 0.5, 'e': 0.04255320941064689}",20,14,11.859618402941413,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
452,False,"{'a': 0.5, 'e': 0.042256377070028925}",20,12,15.591262327560456,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
453,False,"{'a': 0.5, 'e': 0.041961615300342196}",20,12,14.159051529780339,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
454,False,"{'a': 0.5, 'e': 0.04166890965820104}",25,15,-5.454776398762017,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
455,False,"{'a': 0.5, 'e': 0.04137824580097038}",20,9,9.186192823509145,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
456,False,"{'a': 0.5, 'e': 0.04108960948606308}",25,11,29.55238196921387,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
457,False,"{'a': 0.5, 'e': 0.04080298657024196}",20,9,-20.490373519981667,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
458,False,"{'a': 0.5, 'e': 0.040518363008926805}",30,20,16.78881306029837,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
459,False,"{'a': 0.5, 'e': 0.04023572485550614}",25,11,7.032544020839377,"{0: 12, 1: 2, 2: 0, 3: 0, 4: 0}",1
460,False,"{'a': 0.5, 'e': 0.039955058260653896}",20,12,14.877424049850116,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
461,False,"{'a': 0.5, 'e': 0.0396763494716508}",20,13,10.554439518689854,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
462,False,"{'a': 0.5, 'e': 0.03939958483171039}",25,13,11.27248467905752,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
463,False,"{'a': 0.5, 'e': 0.03912475077930995}",30,20,16.4648937028617,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
464,False,"{'a': 0.5, 'e': 0.03885183384752591}",25,12,25.184626889153254,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
465,False,"{'a': 0.5, 'e': 0.03858082066337404}",25,17,13.666322161316028,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
466,False,"{'a': 0.5, 'e': 0.03831169794715405}",25,16,15.801588330464455,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
467,False,"{'a': 0.5, 'e': 0.03804445251179901}",25,11,25.59606874921982,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
468,False,"{'a': 0.5, 'e': 0.037779071262229125}",25,12,26.154683915745093,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
469,False,"{'a': 0.5, 'e': 0.03751554119471008}",20,16,6.786095448896789,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
470,False,"{'a': 0.5, 'e': 0.03725384939621581}",25,11,23.570467938453945,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
471,False,"{'a': 0.5, 'e': 0.036993983043795836}",25,20,9.19428282535667,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
472,False,"{'a': 0.5, 'e': 0.0367359294039469}",20,5,26.430859925809237,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
473,False,"{'a': 0.5, 'e': 0.036479675831989036}",35,3,52.49397510784171,"{0: 32, 1: 0, 2: 0, 3: 0, 4: 0}",1
474,False,"{'a': 0.5, 'e': 0.03622520977144591}",35,0,10.28759966691532,"{0: 34, 1: 0, 2: 0, 3: 0, 4: 1}",0
475,False,"{'a': 0.5, 'e': 0.035972518753429654}",30,10,33.40070734292103,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
476,False,"{'a': 0.5, 'e': 0.035721590396029845}",25,15,-25.11380305379529,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
477,False,"{'a': 0.5, 'e': 0.03547241240370673}",25,7,26.775265499352294,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
478,False,"{'a': 0.5, 'e': 0.035224972566688856}",20,6,13.92163941734597,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
479,False,"{'a': 0.5, 'e': 0.034979258760374686}",30,16,26.3946958252056,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
480,False,"{'a': 0.5, 'e': 0.03473525894473856}",25,15,19.449273772120446,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
481,False,"{'a': 0.5, 'e': 0.03449296116374068}",20,16,8.619531722371987,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
482,False,"{'a': 0.5, 'e': 0.0342523535447413}",30,11,10.626415303431386,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 0}",1
483,False,"{'a': 0.5, 'e': 0.03401342429791895}",25,8,19.441060839868236,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
484,False,"{'a': 0.5, 'e': 0.03377616171569273}",30,21,3.764288606293837,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
485,False,"{'a': 0.5, 'e': 0.033540554172148636}",30,11,38.32821172948711,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
486,False,"{'a': 0.5, 'e': 0.03330659012246989}",20,6,26.443925224771476,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
487,False,"{'a': 0.5, 'e': 0.03307425810237125}",20,15,10.12503046561623,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
488,False,"{'a': 0.5, 'e': 0.03284354672753726}",20,11,17.92834652369325,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
489,False,"{'a': 0.5, 'e': 0.03261444469306436}",20,13,13.904925126421082,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
490,False,"{'a': 0.5, 'e': 0.03238694077290704}",25,18,11.451618049877993,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
491,False,"{'a': 0.5, 'e': 0.032161023819327686}",25,10,31.971935641654454,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
492,False,"{'a': 0.5, 'e': 0.03193668276235039}",25,7,29.951780198439977,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
493,False,"{'a': 0.5, 'e': 0.03171390660921845}",20,10,19.668531512684524,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
494,False,"{'a': 0.5, 'e': 0.031492684443855785}",25,7,33.593666922916164,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
495,False,"{'a': 0.5, 'e': 0.03127300542633206}",25,7,-11.531954500975855,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
496,False,"{'a': 0.5, 'e': 0.03105485879233143}",35,20,31.445689073254602,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
497,False,"{'a': 0.5, 'e': 0.030838233852625192}",30,18,-17.72244167771232,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
498,False,"{'a': 0.5, 'e': 0.03062311999254796}",20,13,15.280382200856312,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
499,False,"{'a': 0.5, 'e': 0.030409506671477564}",20,5,23.088617023444677,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
500,False,"{'a': 0.5, 'e': 0.0301973834223185}",30,18,18.490892607062346,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
501,False,"{'a': 0.5, 'e': 0.029986739850989135}",25,14,18.235165977469197,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
502,False,"{'a': 0.5, 'e': 0.02977756563591232}",20,11,18.903997790913294,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
503,False,"{'a': 0.5, 'e': 0.02956985052750969}",20,13,12.867301518262227,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
504,False,"{'a': 0.5, 'e': 0.029363584347699333}",30,14,31.281339511640063,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
505,False,"{'a': 0.5, 'e': 0.02915875698939719}",25,13,11.337941316591008,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
506,False,"{'a': 0.5, 'e': 0.028955358416021718}",20,5,23.353446989369715,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
507,False,"{'a': 0.5, 'e': 0.028753378661002135}",20,12,12.21591328225371,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
508,False,"{'a': 0.5, 'e': 0.02855280782729001}",20,12,2.9138272272842123,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
509,False,"{'a': 0.5, 'e': 0.028353636086874374}",30,22,18.56285890917761,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
510,False,"{'a': 0.5, 'e': 0.028155853680300096}",20,13,12.57153106284352,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
511,False,"{'a': 0.5, 'e': 0.027959450916189687}",20,0,29.129846613204638,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
512,False,"{'a': 0.5, 'e': 0.02776441817076839}",25,15,18.58237965123181,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
513,False,"{'a': 0.5, 'e': 0.02757074588739267}",20,11,17.278666563398488,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
514,False,"{'a': 0.5, 'e': 0.027378424576081896}",20,12,14.202189163026183,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
515,False,"{'a': 0.5, 'e': 0.027187444813053317}",20,5,23.60322505098637,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
516,False,"{'a': 0.5, 'e': 0.02699779724026034}",20,8,-2.7454541834947213,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
517,False,"{'a': 0.5, 'e': 0.02680947256493395}",25,9,7.243687350602857,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 0}",1
518,False,"{'a': 0.5, 'e': 0.026622461559127397}",25,17,17.423791627449408,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
519,False,"{'a': 0.5, 'e': 0.026436755059263944}",20,5,25.383586055488163,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
520,False,"{'a': 0.5, 'e': 0.02625234396568796}",30,21,11.876605842254339,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
521,False,"{'a': 0.5, 'e': 0.02606921924221896}",30,19,13.299268956401306,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
522,False,"{'a': 0.5, 'e': 0.025887371915708866}",20,11,19.159521678858432,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
523,False,"{'a': 0.5, 'e': 0.025706793075602266}",20,13,-10.114438746628924,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
524,False,"{'a': 0.5, 'e': 0.025527473873499885}",25,2,31.833398097574257,"{0: 22, 1: 1, 2: 0, 3: 0, 4: 0}",1
525,False,"{'a': 0.5, 'e': 0.02534940552272493}",25,16,19.028992692049382,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
526,False,"{'a': 0.5, 'e': 0.025172579297892607}",25,13,-21.759975958317877,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
527,False,"{'a': 0.5, 'e': 0.024996986534482492}",20,8,24.394096838089634,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
528,False,"{'a': 0.5, 'e': 0.02482261862841405}",25,15,17.1727976036123,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
529,False,"{'a': 0.5, 'e': 0.024649467035625004}",25,10,29.422537497619615,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
530,False,"{'a': 0.5, 'e': 0.02447752327165267}",20,13,13.754518315964276,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
531,False,"{'a': 0.5, 'e': 0.02430677891121819}",25,17,15.578054832319967,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
532,False,"{'a': 0.5, 'e': 0.024137225587813747}",30,18,24.148360414587817,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
533,False,"{'a': 0.5, 'e': 0.02396885499329258}",20,6,23.67561025739862,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
534,False,"{'a': 0.5, 'e': 0.023801658877461853}",25,13,17.781738794622726,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
535,False,"{'a': 0.5, 'e': 0.023635629047678443}",30,4,40.624500708161925,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
536,False,"{'a': 0.5, 'e': 0.023470757368447476}",30,13,23.059281916209404,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
537,False,"{'a': 0.5, 'e': 0.023307035761023685}",20,7,22.648602043408005,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
538,False,"{'a': 0.5, 'e': 0.023144456203015532}",30,9,27.117156610807793,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
539,False,"{'a': 0.5, 'e': 0.02298301072799215}",30,10,38.37672522177428,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
540,False,"{'a': 0.5, 'e': 0.02282269142509297}",30,20,8.973995901534627,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
541,False,"{'a': 0.5, 'e': 0.022663490438640077}",25,1,38.76590588862643,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
542,False,"{'a': 0.5, 'e': 0.02250539996775326}",25,10,29.458263481593704,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
543,False,"{'a': 0.5, 'e': 0.022348412265967826}",20,9,16.384844004567338,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
544,False,"{'a': 0.5, 'e': 0.022192519640854974}",20,0,29.6734621511378,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
545,False,"{'a': 0.5, 'e': 0.022037714453644896}",20,5,-17.447892013596597,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
546,False,"{'a': 0.5, 'e': 0.021883989118852424}",30,19,13.542710976132147,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
547,False,"{'a': 0.5, 'e': 0.021731336103905406}",25,17,13.03331836378897,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
548,False,"{'a': 0.5, 'e': 0.021579747928775563}",30,22,15.038149258719706,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
549,False,"{'a': 0.5, 'e': 0.021429217165611993}",20,8,23.16282995033319,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
550,False,"{'a': 0.5, 'e': 0.02127973643837717}",30,18,22.39108205389124,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
551,False,"{'a': 0.5, 'e': 0.02113129842248555}",25,18,14.603187388222189,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
552,False,"{'a': 0.5, 'e': 0.02098389584444467}",30,23,10.274020605526257,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
